CountryCode,SeriesCode,DESCRIPTION
FRA,SP.POP.GROW,"Data source: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion."
FRA,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
FRA,SL.EMP.1524.SP.MA.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.EMP.1524.SP.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.EMP.SMGT.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.EMP.TOTL.SP.FE.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.EMP.TOTL.SP.MA.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.EMP.TOTL.SP.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.ACTI.1524.FE.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.ACTI.1524.MA.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.ACTI.1524.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
FRA,SL.TLF.ADVN.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.BASC.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.BASC.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.BASC.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.CACT.FE.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.CACT.MA.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.CACT.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.INTM.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.INTM.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.INTM.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.PART.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.PART.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.TLF.PART.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.1524.FE.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.1524.MA.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.ADVN.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.ADVN.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.ADVN.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.BASC.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SP.DYN.TFRT.IN,"Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.CBRT.IN,"Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
FRA,SL.UEM.BASC.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.BASC.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
FRA,SL.UEM.INTM.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.INTM.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.INTM.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
FRA,SL.UEM.NEET.FE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
FRA,SL.UEM.NEET.MA.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.NEET.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.TOTL.FE.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,SL.UEM.TOTL.MA.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,IT.NET.BBND,Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).
FRA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
FRA,SL.UEM.TOTL.NE.ZS,"For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
FRA,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
FRA,SP.DYN.AMRT.MA,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
FRA,SP.POP.TOTL,"Data source: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion."
FRA,SP.DYN.LE00.FE.IN,"Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
FRA,SM.POP.NETM,Data source: United Nations World Population Prospects
FRA,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
FRA,IT.NET.BBND.P2,Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).
FRO,SP.DYN.CDRT.IN,Data source: Statistics Faroe Islands
FRO,IT.NET.USER.ZS,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,IT.MLT.MAIN.P2,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,IT.NET.BBND,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,SP.DYN.LE00.MA.IN,Data source: Statistics Faroe Islands
FRO,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
FRO,SP.POP.GROW,Data source: United Nations World Population Prospects
FRO,SP.DYN.LE00.FE.IN,Data source: Statistics Faroe Islands
FRO,IT.CEL.SETS.P2,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,IT.NET.BBND.P2,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,SP.DYN.LE00.IN,Derived using male and female life expectancy
FRO,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FRO,IT.MLT.MAIN,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,SP.DYN.TFRT.IN,Data source: Statistics Faroe Islands
FRO,IT.CEL.SETS,"The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
FRO,SP.DYN.CBRT.IN,Data source: Statistics Faroe Islands
FRO,SP.POP.TOTL,Data source: United Nations World Population Prospects
FSM,IT.CEL.SETS.P2,FSM Telecommunication Corporation.
FSM,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
FSM,IT.CEL.SETS,FSM Telecommunication Corporation.
FSM,IT.NET.BBND.P2,FSM Telecommunication Corporation.
FSM,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
FSM,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1997-2008: country data.
FSM,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
FSM,SM.POP.NETM,Data source: United Nations World Population Prospects
FSM,IT.NET.BBND,FSM Telecommunication Corporation.
FSM,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
FSM,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. The estimates for the Federated States of Micronesia reflect, to the extent possible, all persons born outside their territory."
FSM,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
FSM,SP.POP.GROW,Data source: United Nations World Population Prospects
FSM,SP.POP.TOTL,Data source: United Nations World Population Prospects
FSM,IT.MLT.MAIN.P2,FSM Telecommunication Corporation.
FSM,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
FSM,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
FSM,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
FSM,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
FSM,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
FSM,IT.MLT.MAIN,FSM Telecommunication Corporation.
FSM,IT.NET.USER.ZS,FSM Telecommunication Corporation.
FSM,ST.INT.ARVL,"Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens. Note 2018: data source: South Pacific Tourism Organisation (2018 Annual Visitor Arrivals Report)."
FSM,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
FSM,ST.INT.RCPT.CD,Compiled from data reported by the country. 1997-2008: country data.
GAB,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
GAB,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
GAB,IT.CEL.SETS.P2,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,MS.MIL.XPND.CN,2010 SIPRI estimates.
GAB,ST.INT.DPRT,Includes overnight visitors (tourists) only.
GAB,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
GAB,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GAB,SP.POP.TOTL,Data source: United Nations World Population Prospects
GAB,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GAB,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
GAB,IT.MLT.MAIN,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,IT.NET.USER.ZS,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
GAB,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
GAB,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
GAB,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GAB,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
GAB,IT.NET.BBND,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GAB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS. Data include the effects of Paris Club debt buyback agreement signed in 2007.
GAB,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GAB,SP.POP.GROW,Data source: United Nations World Population Prospects
GAB,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
GAB,MS.MIL.XPND.GD.ZS,2010 SIPRI estimates.
GAB,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
GAB,SM.POP.NETM,Data source: United Nations World Population Prospects
GAB,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
GAB,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
GAB,IT.NET.BBND.P2,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GAB,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
GAB,IT.CEL.SETS,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GAB,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GAB,MS.MIL.XPND.CD,2010 SIPRI estimates.
GAB,IT.MLT.MAIN.P2,Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.
GAB,MS.MIL.XPND.ZS,2010 SIPRI estimates.
GBR,ST.INT.ARVL,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data collection by the International Passenger Survey (IPS) was suspended 16 March 2020, for the period April to December 2020 the figures are based on administrative sources and modelling; estimates prior to April 2020 are based on data collected from the International Passenger Survey."
GBR,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GBR,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,IT.NET.BBND,Office of Communications (Ofcom).
GBR,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SP.DYN.LE00.FE.IN,"Data source: Eurostat; United Kingdom Office for National Statistics; United Nations World Population Prospects; HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
GBR,SP.DYN.LE00.MA.IN,"Data source: Eurostat; United Kingdom Office for National Statistics; United Nations World Population Prospects; HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
GBR,IT.NET.BBND.P2,Office of Communications (Ofcom).
GBR,SM.POP.NETM,Data source: United Nations World Population Prospects
GBR,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GBR,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GBR,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SP.DYN.AMRT.MA,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
GBR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GBR,MS.MIL.XPND.ZS,2019 highly uncertain data.
GBR,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,IT.MLT.MAIN.P2,Office of Communications (Ofcom).
GBR,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,IT.CEL.SETS,Office of Communications (Ofcom).
GBR,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SP.DYN.LE00.IN,Derived using male and female life expectancy
GBR,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GBR,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
GBR,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
GBR,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SP.POP.GROW,"Data source: Eurostat, Office for National Statistics"
GBR,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SP.DYN.TFRT.IN,"Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects"
GBR,IT.MLT.MAIN,Office of Communications (Ofcom).
GBR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GBR,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GBR,IS.RRS.GOOD.MT.K6,Source: OECD
GBR,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,SP.DYN.AMRT.FE,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
GBR,IT.NET.USER.ZS,Office of Communications (Ofcom).
GBR,SP.DYN.CDRT.IN,"Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects"
GBR,SP.POP.TOTL,"Data source: Eurostat, Office for National Statistics"
GBR,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GBR,SP.DYN.CBRT.IN,"Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects"
GBR,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
GBR,ST.INT.DPRT,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Data collection by the International Passenger Survey (IPS) was suspended 16 March 2020, for the period April to December 2020 the figures are based on administrative sources and modelling; estimates prior to April 2020 are based on data collected from the International Passenger Survey."
GBR,IT.CEL.SETS.P2,Office of Communications (Ofcom).
GBR,IS.RRS.PASG.KM,Source: OECD
GEO,IT.NET.BBND,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
GEO,SP.DYN.TFRT.IN,Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.KN,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.CD,Excludes Abkhazia and South Ossetia.
GEO,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
GEO,NY.GNP.PCAP.CN,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.KD,Excludes Abkhazia and South Ossetia.
GEO,SP.DYN.LE00.FE.IN,Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
GEO,NY.GNP.PCAP.KN,Excludes Abkhazia and South Ossetia.
GEO,SP.DYN.CBRT.IN,Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SM.POP.NETM,Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,MS.MIL.XPND.CD,1997-2001 & 2011-2014 SIPRI estimates.
GEO,SP.POP.DPND,Including Abkhazia and South Ossetia.
GEO,SP.POP.DPND.OL,Including Abkhazia and South Ossetia.
GEO,SP.POP.DPND.YG,Including Abkhazia and South Ossetia.
GEO,IT.CEL.SETS,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
GEO,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
GEO,SP.POP.BRTH.MF,Including Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.PP.CD,Excludes Abkhazia and South Ossetia.
GEO,SG.GEN.PARL.ZS,"Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004."
GEO,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
GEO,NY.GNP.PCAP.KD.ZG,Excludes Abkhazia and South Ossetia.
GEO,SP.POP.GROW,"Data source and note: GeoStats. Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas."
GEO,IT.MLT.MAIN,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
GEO,IT.NET.USER.ZS,"Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
